timestamp,device,event,detail
1721200190.1883397,mouse,move,"(341, 527)"
1721200190.1903343,mouse,move,"(340, 528)"
1721200190.1924684,mouse,move,"(339, 529)"
1721200190.1944358,mouse,move,"(338, 530)"
1721200190.1964307,mouse,move,"(336, 531)"
1721200190.19845,mouse,move,"(335, 532)"
1721200190.199422,mouse,move,"(334, 533)"
1721200190.2019637,mouse,move,"(333, 534)"
1721200190.2042873,mouse,move,"(332, 535)"
1721200190.206307,mouse,move,"(331, 536)"
1721200190.2082765,mouse,move,"(329, 537)"
1721200190.2102954,mouse,move,"(328, 538)"
1721200190.2123342,mouse,move,"(327, 539)"
1721200190.2146401,mouse,move,"(325, 540)"
1721200190.216635,mouse,move,"(324, 541)"
1721200190.218629,mouse,move,"(323, 542)"
1721200190.219627,mouse,move,"(321, 542)"
1721200190.222143,mouse,move,"(320, 543)"
1721200190.2449872,mouse,move,"(318, 544)"
1721200190.245985,mouse,move,"(302, 552)"
1721200190.245985,mouse,move,"(300, 553)"
1721200190.2479792,mouse,move,"(298, 553)"
1721200190.2509713,mouse,move,"(296, 554)"
1721200190.2522373,mouse,move,"(294, 555)"
1721200190.2546973,mouse,move,"(292, 555)"
1721200190.2566915,mouse,move,"(290, 556)"
1721200190.2586868,mouse,move,"(288, 557)"
1721200190.2596836,mouse,move,"(286, 558)"
1721200190.262199,mouse,move,"(285, 558)"
1721200190.2646341,mouse,move,"(283, 559)"
1721200190.266629,mouse,move,"(281, 560)"
1721200190.2686522,mouse,move,"(279, 560)"
1721200190.2696204,mouse,move,"(277, 561)"
1721200190.2722075,mouse,move,"(275, 562)"
1721200190.2744324,mouse,move,"(273, 562)"
1721200190.2764378,mouse,move,"(271, 563)"
1721200190.278432,mouse,move,"(269, 563)"
1721200190.279405,mouse,move,"(267, 564)"
1721200190.2819448,mouse,move,"(265, 564)"
1721200190.284417,mouse,move,"(263, 565)"
1721200190.2864115,mouse,move,"(261, 566)"
1721200190.2884064,mouse,move,"(259, 566)"
1721200190.2894034,mouse,move,"(257, 567)"
1721200190.313525,mouse,move,"(255, 567)"
1721200190.313525,mouse,move,"(233, 572)"
1721200190.3145008,mouse,move,"(231, 573)"
1721200190.316533,mouse,move,"(228, 573)"
1721200190.3195155,mouse,move,"(226, 574)"
1721200190.3195155,mouse,move,"(223, 575)"
1721200190.3220677,mouse,move,"(220, 575)"
1721200190.324421,mouse,move,"(218, 576)"
1721200190.3264155,mouse,move,"(215, 576)"
1721200190.327413,mouse,move,"(213, 577)"
1721200190.329968,mouse,move,"(211, 577)"
1721200190.3323452,mouse,move,"(208, 578)"
1721200190.334425,mouse,move,"(205, 578)"
1721200190.3364503,mouse,move,"(203, 579)"
1721200190.3384151,mouse,move,"(200, 579)"
1721200190.339412,mouse,move,"(198, 580)"
1721200190.3419268,mouse,move,"(195, 580)"
1721200190.3439524,mouse,move,"(193, 581)"
1721200190.3459427,mouse,move,"(190, 581)"
1721200190.3479426,mouse,move,"(187, 582)"
1721200190.349909,mouse,move,"(185, 583)"
1721200190.3519914,mouse,move,"(182, 583)"
1721200190.3543158,mouse,move,"(180, 584)"
1721200190.356311,mouse,move,"(178, 584)"
1721200190.3583052,mouse,move,"(175, 585)"
1721200190.3602993,mouse,move,"(173, 586)"
1721200190.3845437,mouse,move,"(171, 586)"
1721200190.3845437,mouse,move,"(142, 595)"
1721200190.386583,mouse,move,"(140, 596)"
1721200190.3885329,mouse,move,"(137, 597)"
1721200190.3910377,mouse,move,"(134, 598)"
1721200190.3920503,mouse,move,"(132, 599)"
1721200190.3940482,mouse,move,"(129, 600)"
1721200190.3960435,mouse,move,"(127, 600)"
1721200190.398038,mouse,move,"(125, 601)"
1721200190.4000785,mouse,move,"(122, 602)"
1721200190.402373,mouse,move,"(120, 603)"
1721200190.4046836,mouse,move,"(118, 603)"
1721200190.40665,mouse,move,"(115, 604)"
1721200190.4086688,mouse,move,"(113, 605)"
1721200190.4096417,mouse,move,"(111, 606)"
1721200190.4121578,mouse,move,"(109, 606)"
1721200190.4144974,mouse,move,"(107, 607)"
1721200190.4164605,mouse,move,"(105, 608)"
1721200190.418455,mouse,move,"(103, 608)"
1721200190.4194524,mouse,move,"(101, 609)"
1721200190.4220383,mouse,move,"(99, 609)"
1721200190.4242775,mouse,move,"(97, 610)"
1721200190.426272,mouse,move,"(95, 610)"
1721200190.4272695,mouse,move,"(93, 611)"
1721200190.4297833,mouse,move,"(91, 611)"
1721200190.43233,mouse,move,"(89, 611)"
1721200190.4524825,mouse,move,"(87, 612)"
1721200190.4524825,mouse,move,"(76, 614)"
1721200190.453881,mouse,move,"(75, 614)"
1721200190.4558756,mouse,move,"(74, 615)"
1721200190.4588685,mouse,move,"(73, 615)"
1721200190.4598656,mouse,move,"(72, 615)"
1721200190.4625757,mouse,move,"(71, 615)"
1721200190.464573,mouse,move,"(70, 615)"
1721200190.4665666,mouse,move,"(69, 615)"
1721200190.4685621,mouse,move,"(68, 615)"
1721200190.4695592,mouse,move,"(67, 616)"
1721200190.4720736,mouse,move,"(66, 616)"
1721200190.4741461,mouse,move,"(65, 616)"
1721200190.4761407,mouse,move,"(64, 616)"
1721200190.4781356,mouse,move,"(63, 616)"
1721200190.4801292,mouse,move,"(62, 616)"
1721200190.4821637,mouse,move,"(61, 616)"
1721200190.4841602,mouse,move,"(60, 616)"
1721200190.486155,mouse,move,"(59, 616)"
1721200190.488182,mouse,move,"(58, 616)"
1721200190.4917002,mouse,move,"(57, 616)"
1721200190.4960883,mouse,move,"(56, 616)"
1721200190.5000534,mouse,move,"(55, 616)"
1721200190.5229497,mouse,move,"(54, 616)"
1721200190.5229497,mouse,move,"(52, 616)"
1721200190.5614681,mouse,move,"(52, 615)"
1721200190.5913985,mouse,move,"(52, 614)"
1721200190.5913985,mouse,move,"(55, 612)"
1721200190.5924141,mouse,move,"(55, 611)"
1721200190.594427,mouse,move,"(56, 611)"
1721200190.5974112,mouse,move,"(57, 611)"
1721200190.5983818,mouse,move,"(57, 610)"
1721200190.59938,mouse,move,"(58, 610)"
1721200190.6018972,mouse,move,"(59, 610)"
1721200190.6042116,mouse,move,"(60, 609)"
1721200190.6081998,mouse,move,"(61, 609)"
1721200190.6101944,mouse,move,"(62, 608)"
1721200190.6144419,mouse,move,"(63, 608)"
1721200190.6164362,mouse,move,"(64, 608)"
1721200190.618432,mouse,move,"(64, 607)"
1721200190.6194289,mouse,move,"(65, 607)"
1721200190.6242235,mouse,move,"(66, 607)"
1721200190.6262186,mouse,move,"(66, 606)"
1721200190.6282127,mouse,move,"(67, 606)"
1721200190.6297123,mouse,move,"(68, 606)"
1721200190.63422,mouse,move,"(69, 605)"
1721200190.6382089,mouse,move,"(70, 605)"
1721200190.6610088,mouse,move,"(77, 603)"
1721200190.6640208,mouse,move,"(78, 602)"
1721200190.6680107,mouse,move,"(79, 602)"
1721200190.6700056,mouse,move,"(80, 602)"
1721200190.674098,mouse,move,"(81, 602)"
1721200190.6760914,mouse,move,"(82, 602)"
1721200190.6781044,mouse,move,"(83, 601)"
1721200190.6800804,mouse,move,"(84, 601)"
1721200190.6838782,mouse,move,"(85, 601)"
1721200190.6858547,mouse,move,"(86, 601)"
1721200190.6878495,mouse,move,"(87, 601)"
1721200190.6924174,mouse,move,"(88, 601)"
1721200190.6964073,mouse,move,"(89, 600)"
1721200190.6983786,mouse,move,"(90, 600)"
1721200190.7019527,mouse,move,"(91, 600)"
1721200190.704254,mouse,move,"(92, 600)"
1721200190.7082436,mouse,move,"(93, 600)"
1721200190.7282362,mouse,move,"(94, 600)"
1721200190.7292101,mouse,move,"(95, 599)"
1721200190.7551875,mouse,press,"Button.left at (95, 599)"
1721200190.839184,mouse,release,"Button.left at (95, 599)"
1721200190.9289358,mouse,move,"(96, 599)"
1721200190.9348974,mouse,move,"(97, 599)"
1721200190.9447076,mouse,move,"(98, 599)"
1721200190.9486704,mouse,move,"(99, 599)"
1721200190.9522102,mouse,move,"(100, 599)"
1721200190.9585152,mouse,move,"(101, 599)"
1721200190.9620533,mouse,move,"(102, 599)"
1721200190.9643376,mouse,move,"(103, 599)"
1721200190.9683268,mouse,move,"(104, 599)"
1721200190.969337,mouse,move,"(105, 599)"
1721200190.9738479,mouse,move,"(106, 599)"
1721200190.975844,mouse,move,"(107, 599)"
1721200191.0022845,mouse,move,"(108, 599)"
1721200191.0022845,mouse,move,"(119, 600)"
1721200191.0046756,mouse,move,"(120, 600)"
1721200191.0066423,mouse,move,"(121, 600)"
1721200191.0096338,mouse,move,"(122, 601)"
1721200191.0096338,mouse,move,"(123, 601)"
1721200191.0121524,mouse,move,"(124, 601)"
1721200191.0143554,mouse,move,"(126, 601)"
1721200191.016349,mouse,move,"(128, 601)"
1721200191.0183442,mouse,move,"(129, 601)"
1721200191.0193422,mouse,move,"(131, 601)"
1721200191.0218575,mouse,move,"(133, 601)"
1721200191.0248525,mouse,move,"(135, 601)"
1721200191.0258498,mouse,move,"(137, 601)"
1721200191.0278747,mouse,move,"(139, 602)"
1721200191.0299134,mouse,move,"(141, 602)"
1721200191.0321436,mouse,move,"(143, 602)"
1721200191.0342026,mouse,move,"(145, 602)"
1721200191.0361972,mouse,move,"(146, 602)"
1721200191.0381916,mouse,move,"(148, 602)"
1721200191.0402136,mouse,move,"(150, 602)"
1721200191.0416877,mouse,move,"(152, 602)"
1721200191.044027,mouse,move,"(154, 602)"
1721200191.046051,mouse,move,"(156, 602)"
1721200191.0480165,mouse,move,"(158, 602)"
1721200191.0500114,mouse,move,"(159, 603)"
1721200191.071161,mouse,move,"(161, 603)"
1721200191.071161,mouse,move,"(175, 604)"
1721200191.0732284,mouse,move,"(177, 604)"
1721200191.0742557,mouse,move,"(178, 604)"
1721200191.0782368,mouse,move,"(180, 604)"
1721200191.0782368,mouse,move,"(181, 604)"
1721200191.0802116,mouse,move,"(182, 604)"
1721200191.081715,mouse,move,"(184, 605)"
1721200191.0839736,mouse,move,"(185, 605)"
1721200191.0859678,mouse,move,"(186, 605)"
1721200191.0879803,mouse,move,"(188, 605)"
1721200191.089979,mouse,move,"(189, 605)"
1721200191.0920055,mouse,move,"(190, 605)"
1721200191.0942984,mouse,move,"(191, 605)"
1721200191.096293,mouse,move,"(192, 605)"
1721200191.0982878,mouse,move,"(193, 605)"
1721200191.099285,mouse,move,"(194, 605)"
1721200191.1018147,mouse,move,"(195, 606)"
1721200191.1040986,mouse,move,"(196, 606)"
1721200191.1060936,mouse,move,"(197, 606)"
1721200191.1080883,mouse,move,"(198, 606)"
1721200191.1100821,mouse,move,"(199, 606)"
1721200191.1121247,mouse,move,"(200, 606)"
1721200191.1141508,mouse,move,"(201, 606)"
1721200191.116145,mouse,move,"(202, 606)"
1721200191.1392996,mouse,move,"(203, 606)"
1721200191.1392996,mouse,move,"(210, 606)"
1721200191.1418612,mouse,move,"(211, 606)"
1721200191.1463695,mouse,move,"(211, 607)"
1721200191.1483402,mouse,move,"(212, 607)"
1721200191.1543765,mouse,move,"(213, 607)"
1721200191.1583636,mouse,move,"(214, 607)"
1721200191.161903,mouse,move,"(215, 607)"
1721200191.1661847,mouse,move,"(216, 607)"
1721200191.1701984,mouse,move,"(217, 607)"
1721200191.1746118,mouse,move,"(218, 607)"
1721200191.1785762,mouse,move,"(218, 608)"
1721200191.1795745,mouse,move,"(219, 608)"
1721200191.1843493,mouse,move,"(220, 608)"
1721200191.1883383,mouse,move,"(221, 608)"
1721200191.2070386,mouse,move,"(227, 609)"
1721200191.2080076,mouse,move,"(228, 609)"
1721200191.2110035,mouse,move,"(229, 609)"
1721200191.2120652,mouse,move,"(230, 609)"
1721200191.2145343,mouse,move,"(231, 609)"
1721200191.2165284,mouse,move,"(232, 609)"
1721200191.2195501,mouse,move,"(233, 609)"
1721200191.2221272,mouse,move,"(234, 609)"
1721200191.224124,mouse,move,"(235, 610)"
1721200191.2261202,mouse,move,"(236, 610)"
1721200191.2281144,mouse,move,"(237, 610)"
1721200191.2302444,mouse,move,"(238, 610)"
1721200191.2317452,mouse,move,"(239, 610)"
1721200191.234043,mouse,move,"(240, 610)"
1721200191.2360296,mouse,move,"(241, 610)"
1721200191.2380052,mouse,move,"(242, 610)"
1721200191.2400005,mouse,move,"(243, 610)"
1721200191.242095,mouse,move,"(244, 610)"
1721200191.2442224,mouse,move,"(245, 610)"
1721200191.2462173,mouse,move,"(246, 611)"
1721200191.248211,mouse,move,"(247, 611)"
1721200191.2502067,mouse,move,"(248, 611)"
1721200191.2522652,mouse,move,"(249, 611)"
1721200191.2546494,mouse,move,"(250, 611)"
1721200191.2726102,mouse,move,"(251, 611)"
1721200191.2726102,mouse,move,"(260, 611)"
1721200191.2746642,mouse,move,"(261, 611)"
1721200191.276637,mouse,move,"(262, 611)"
1721200191.2796288,mouse,move,"(264, 612)"
1721200191.2796288,mouse,move,"(265, 612)"
1721200191.282184,mouse,move,"(266, 612)"
1721200191.2841825,mouse,move,"(268, 612)"
1721200191.2861764,mouse,move,"(269, 612)"
1721200191.2882035,mouse,move,"(271, 612)"
1721200191.2901883,mouse,move,"(273, 612)"
1721200191.2926316,mouse,move,"(274, 612)"
1721200191.2946286,mouse,move,"(276, 612)"
1721200191.2966514,mouse,move,"(278, 612)"
1721200191.2986171,mouse,move,"(280, 612)"
1721200191.2996144,mouse,move,"(281, 612)"
1721200191.3021822,mouse,move,"(283, 612)"
1721200191.3044624,mouse,move,"(285, 612)"
1721200191.3064566,mouse,move,"(287, 612)"
1721200191.3084233,mouse,move,"(289, 612)"
1721200191.3094203,mouse,move,"(291, 612)"
1721200191.3119545,mouse,move,"(293, 612)"
1721200191.3142097,mouse,move,"(295, 612)"
1721200191.3161798,mouse,move,"(297, 612)"
1721200191.3181748,mouse,move,"(299, 612)"
1721200191.3201692,mouse,move,"(301, 612)"
1721200191.3374515,mouse,move,"(303, 612)"
1721200191.338449,mouse,move,"(317, 611)"
1721200191.33947,mouse,move,"(319, 611)"
1721200191.3409758,mouse,move,"(321, 610)"
1721200191.3420184,mouse,move,"(323, 610)"
1721200191.3443472,mouse,move,"(325, 610)"
1721200191.3463414,mouse,move,"(327, 609)"
1721200191.3483374,mouse,move,"(329, 609)"
1721200191.3493342,mouse,move,"(331, 609)"
1721200191.3518546,mouse,move,"(333, 609)"
1721200191.353884,mouse,move,"(335, 608)"
1721200191.3558817,mouse,move,"(337, 608)"
1721200191.357874,mouse,move,"(339, 608)"
1721200191.3608656,mouse,move,"(341, 608)"
1721200191.36237,mouse,move,"(343, 607)"
1721200191.3643665,mouse,move,"(345, 607)"
1721200191.3663626,mouse,move,"(347, 607)"
1721200191.3683853,mouse,move,"(349, 607)"
1721200191.3693545,mouse,move,"(351, 606)"
1721200191.371897,mouse,move,"(353, 606)"
1721200191.374255,mouse,move,"(355, 606)"
1721200191.376274,mouse,move,"(357, 605)"
1721200191.3782647,mouse,move,"(359, 605)"
1721200191.3802629,mouse,move,"(361, 605)"
1721200191.3823698,mouse,move,"(363, 605)"
1721200191.3846793,mouse,move,"(364, 604)"
1721200191.38667,mouse,move,"(366, 604)"
1721200191.3886642,mouse,move,"(367, 604)"
1721200191.401735,mouse,move,"(368, 604)"
1721200191.401735,mouse,move,"(373, 603)"
1721200191.401735,mouse,move,"(374, 603)"
1721200191.4040642,mouse,move,"(375, 603)"
1721200191.4145327,mouse,move,"(376, 603)"
1721200191.4765334,mouse,press,"Button.left at (376, 603)"
1721200191.488066,mouse,move,"(376, 604)"
1721200191.4927237,mouse,move,"(377, 604)"
1721200191.53843,mouse,move,"(377, 605)"
1721200191.5595124,mouse,release,"Button.left at (377, 605)"
1721200191.5595124,mouse,move,"(377, 606)"
1721200191.5793555,mouse,move,"(377, 607)"
1721200191.6011462,mouse,move,"(378, 607)"
1721200191.6022677,mouse,move,"(378, 608)"
1721200191.6085436,mouse,move,"(378, 609)"
1721200191.6240194,mouse,move,"(378, 610)"
1721200191.6443286,mouse,move,"(378, 611)"
1721200191.6660905,mouse,move,"(378, 612)"
1721200191.6786404,mouse,move,"(377, 612)"
1721200191.6796134,mouse,move,"(377, 613)"
1721200191.6841502,mouse,move,"(376, 613)"
1721200191.6916378,mouse,move,"(375, 614)"
1721200191.6959677,mouse,move,"(374, 614)"
1721200191.6999564,mouse,move,"(373, 614)"
1721200191.704029,mouse,move,"(372, 614)"
1721200191.7060244,mouse,move,"(372, 615)"
1721200191.70802,mouse,move,"(371, 615)"
1721200191.7115443,mouse,move,"(370, 615)"
1721200191.7331653,mouse,move,"(369, 615)"
1721200191.7331653,mouse,move,"(361, 617)"
1721200191.7341337,mouse,move,"(360, 617)"
1721200191.7361302,mouse,move,"(359, 617)"
1721200191.7381241,mouse,move,"(358, 617)"
1721200191.7416584,mouse,move,"(357, 617)"
1721200191.7430365,mouse,move,"(356, 617)"
1721200191.7440333,mouse,move,"(354, 617)"
1721200191.746027,mouse,move,"(353, 617)"
1721200191.7480216,mouse,move,"(351, 618)"
1721200191.7500422,mouse,move,"(349, 618)"
1721200191.752118,mouse,move,"(347, 618)"
1721200191.754297,mouse,move,"(345, 618)"
1721200191.7562919,mouse,move,"(343, 618)"
1721200191.758286,mouse,move,"(341, 618)"
1721200191.7592835,mouse,move,"(339, 618)"
1721200191.7618065,mouse,move,"(337, 618)"
1721200191.7640917,mouse,move,"(335, 618)"
1721200191.7660863,mouse,move,"(333, 618)"
1721200191.7680807,mouse,move,"(331, 618)"
1721200191.7700741,mouse,move,"(329, 618)"
1721200191.7720919,mouse,move,"(326, 618)"
1721200191.7741773,mouse,move,"(324, 618)"
1721200191.7761712,mouse,move,"(321, 618)"
1721200191.7781663,mouse,move,"(318, 618)"
1721200191.7801611,mouse,move,"(315, 618)"
1721200191.7826607,mouse,move,"(312, 618)"
1721200191.796264,mouse,move,"(309, 618)"
1721200191.7972298,mouse,move,"(291, 618)"
1721200191.798258,mouse,move,"(288, 618)"
1721200191.8002229,mouse,move,"(285, 618)"
1721200191.8023605,mouse,move,"(282, 618)"
1721200191.8046277,mouse,move,"(279, 618)"
1721200191.8066227,mouse,move,"(276, 618)"
1721200191.808616,mouse,move,"(273, 618)"
1721200191.8096142,mouse,move,"(270, 618)"
1721200191.8121278,mouse,move,"(267, 618)"
1721200191.8141532,mouse,move,"(264, 618)"
1721200191.8161197,mouse,move,"(260, 618)"
1721200191.8181386,mouse,move,"(257, 618)"
1721200191.8201094,mouse,move,"(254, 618)"
1721200191.822127,mouse,move,"(251, 618)"
1721200191.8243756,mouse,move,"(248, 618)"
1721200191.826371,mouse,move,"(245, 618)"
1721200191.828365,mouse,move,"(242, 618)"
1721200191.8303597,mouse,move,"(239, 617)"
1721200191.8319094,mouse,move,"(236, 617)"
1721200191.8339505,mouse,move,"(233, 617)"
1721200191.8359447,mouse,move,"(230, 617)"
1721200191.8379388,mouse,move,"(227, 617)"
1721200191.8399336,mouse,move,"(224, 617)"
1721200191.8424332,mouse,move,"(221, 617)"
1721200191.858087,mouse,move,"(219, 617)"
1721200191.858087,mouse,move,"(207, 617)"
1721200191.85906,mouse,move,"(205, 617)"
1721200191.8600574,mouse,move,"(203, 617)"
1721200191.8634515,mouse,move,"(201, 617)"
1721200191.864449,mouse,move,"(199, 617)"
1721200191.8664439,mouse,move,"(198, 617)"
1721200191.868438,mouse,move,"(197, 617)"
1721200191.8694348,mouse,move,"(196, 617)"
1721200191.8719811,mouse,move,"(195, 617)"
1721200191.8742533,mouse,move,"(194, 617)"
1721200191.876273,mouse,move,"(193, 617)"
1721200191.878244,mouse,move,"(192, 617)"
1721200191.8802626,mouse,move,"(191, 617)"
1721200191.8818278,mouse,move,"(190, 617)"
1721200191.884147,mouse,move,"(189, 617)"
1721200191.8861427,mouse,move,"(188, 617)"
1721200191.888137,mouse,move,"(187, 617)"
1721200191.8901315,mouse,move,"(186, 617)"
1721200191.8946564,mouse,move,"(185, 617)"
1721200191.9207828,mouse,move,"(184, 617)"
1721200191.9683495,mouse,press,"Button.left at (184, 617)"
1721200192.0618331,mouse,release,"Button.left at (184, 617)"
1721200192.0682652,mouse,move,"(184, 618)"
1721200192.0927527,mouse,move,"(185, 618)"
1721200192.0947418,mouse,move,"(185, 619)"
1721200192.1142254,mouse,move,"(186, 619)"
1721200192.1152217,mouse,move,"(188, 619)"
1721200192.1162245,mouse,move,"(189, 619)"
1721200192.1217663,mouse,move,"(190, 619)"
1721200192.1217663,mouse,move,"(191, 619)"
1721200192.1260474,mouse,move,"(192, 619)"
1721200192.1280198,mouse,move,"(193, 619)"
1721200192.1300397,mouse,move,"(194, 619)"
1721200192.1321368,mouse,move,"(194, 620)"
1721200192.1344216,mouse,move,"(195, 620)"
1721200192.1364155,mouse,move,"(196, 620)"
1721200192.1384106,mouse,move,"(197, 620)"
1721200192.1394076,mouse,move,"(198, 620)"
1721200192.141958,mouse,move,"(199, 620)"
1721200192.1443262,mouse,move,"(200, 620)"
1721200192.146297,mouse,move,"(201, 620)"
1721200192.1483152,mouse,move,"(202, 620)"
1721200192.1492887,mouse,move,"(203, 620)"
1721200192.1518278,mouse,move,"(204, 620)"
1721200192.1538267,mouse,move,"(205, 620)"
1721200192.1558578,mouse,move,"(206, 620)"
1721200192.15784,mouse,move,"(207, 620)"
1721200192.1598105,mouse,move,"(209, 620)"
1721200192.1613102,mouse,move,"(210, 621)"
1721200192.1782775,mouse,move,"(223, 621)"
1721200192.1782775,mouse,move,"(225, 622)"
1721200192.1792748,mouse,move,"(227, 622)"
1721200192.184137,mouse,move,"(229, 622)"
1721200192.184137,mouse,move,"(231, 622)"
1721200192.1861322,mouse,move,"(233, 622)"
1721200192.1881256,mouse,move,"(235, 622)"
1721200192.1901207,mouse,move,"(237, 622)"
1721200192.1922252,mouse,move,"(239, 622)"
1721200192.1942508,mouse,move,"(241, 622)"
1721200192.196246,mouse,move,"(243, 623)"
1721200192.1982408,mouse,move,"(246, 623)"
1721200192.200235,mouse,move,"(248, 623)"
1721200192.2017353,mouse,move,"(250, 623)"
1721200192.2047303,mouse,move,"(253, 623)"
1721200192.2067254,mouse,move,"(255, 623)"
1721200192.2087204,mouse,move,"(257, 624)"
1721200192.2097168,mouse,move,"(259, 624)"
1721200192.2122753,mouse,move,"(261, 624)"
1721200192.2137492,mouse,move,"(264, 624)"
1721200192.216717,mouse,move,"(266, 624)"
1721200192.2177138,mouse,move,"(268, 625)"
1721200192.2197082,mouse,move,"(270, 625)"
1721200192.2222354,mouse,move,"(272, 625)"
1721200192.2246108,mouse,move,"(274, 625)"
1721200192.2418683,mouse,move,"(290, 626)"
1721200192.2418683,mouse,move,"(291, 626)"
1721200192.2441986,mouse,move,"(292, 626)"
1721200192.2481885,mouse,move,"(294, 626)"
1721200192.2481885,mouse,move,"(295, 626)"
1721200192.2501833,mouse,move,"(297, 627)"
1721200192.2522693,mouse,move,"(298, 627)"
1721200192.254274,mouse,move,"(299, 627)"
1721200192.2562683,mouse,move,"(301, 627)"
1721200192.2582633,mouse,move,"(302, 627)"
1721200192.2592602,mouse,move,"(303, 627)"
1721200192.2617776,mouse,move,"(305, 627)"
1721200192.2640586,mouse,move,"(306, 627)"
1721200192.266053,mouse,move,"(307, 627)"
1721200192.2680473,mouse,move,"(308, 627)"
1721200192.2700417,mouse,move,"(309, 627)"
1721200192.2720616,mouse,move,"(310, 627)"
1721200192.2743087,mouse,move,"(311, 627)"
1721200192.2763026,mouse,move,"(312, 628)"
1721200192.278297,mouse,move,"(313, 628)"
1721200192.2792947,mouse,move,"(314, 628)"
1721200192.2818089,mouse,move,"(315, 628)"
1721200192.2838056,mouse,move,"(316, 628)"
1721200192.285801,mouse,move,"(317, 628)"
1721200192.2877955,mouse,move,"(318, 628)"
1721200192.3038743,mouse,move,"(319, 628)"
1721200192.3038743,mouse,move,"(325, 628)"
1721200192.3108835,mouse,move,"(326, 628)"
1721200192.3408408,mouse,move,"(325, 628)"
1721200192.3483503,mouse,move,"(324, 628)"
1721200192.3686645,mouse,move,"(323, 628)"
1721200192.369662,mouse,move,"(322, 628)"
1721200192.369662,mouse,press,"Button.left at (323, 628)"
1721200192.3712647,mouse,move,"(321, 628)"
1721200192.372263,mouse,move,"(321, 629)"
1721200192.4376361,mouse,release,"Button.left at (321, 629)"
1721200192.4640377,mouse,move,"(320, 629)"
1721200192.4909556,mouse,move,"(319, 629)"
1721200192.4909556,mouse,move,"(319, 628)"
1721200192.4942567,mouse,move,"(318, 628)"
1721200192.5027466,mouse,move,"(317, 628)"
1721200192.5047596,mouse,move,"(317, 627)"
1721200192.5123413,mouse,move,"(316, 627)"
1721200192.5197706,mouse,move,"(315, 627)"
1721200192.526685,mouse,move,"(314, 627)"
1721200192.5302227,mouse,move,"(313, 627)"
1721200192.5358088,mouse,move,"(312, 627)"
1721200192.553349,mouse,move,"(311, 627)"
1721200192.5543487,mouse,move,"(306, 627)"
1721200192.5543487,mouse,move,"(305, 627)"
1721200192.5563443,mouse,move,"(304, 627)"
1721200192.5583377,mouse,move,"(303, 627)"
1721200192.5608418,mouse,move,"(302, 628)"
1721200192.561852,mouse,move,"(301, 628)"
1721200192.564206,mouse,move,"(300, 628)"
1721200192.5662003,mouse,move,"(299, 628)"
1721200192.5681949,mouse,move,"(298, 628)"
1721200192.5701907,mouse,move,"(297, 628)"
1721200192.5722466,mouse,move,"(296, 629)"
1721200192.5745385,mouse,move,"(295, 629)"
1721200192.5765336,mouse,move,"(294, 629)"
1721200192.5785284,mouse,move,"(292, 629)"
1721200192.5795252,mouse,move,"(291, 629)"
1721200192.5820417,mouse,move,"(289, 629)"
1721200192.584301,mouse,move,"(288, 629)"
1721200192.5862956,mouse,move,"(286, 629)"
1721200192.5882897,mouse,move,"(284, 629)"
1721200192.590285,mouse,move,"(283, 629)"
1721200192.5923288,mouse,move,"(281, 629)"
1721200192.594422,mouse,move,"(279, 629)"
1721200192.596416,mouse,move,"(277, 629)"
1721200192.5984101,mouse,move,"(276, 629)"
1721200192.5994084,mouse,move,"(274, 629)"
1721200192.6019537,mouse,move,"(272, 629)"
1721200192.622032,mouse,move,"(270, 629)"
1721200192.6230402,mouse,move,"(255, 629)"
1721200192.6240396,mouse,move,"(253, 629)"
1721200192.626035,mouse,move,"(252, 629)"
1721200192.629027,mouse,move,"(250, 629)"
1721200192.6305282,mouse,move,"(249, 628)"
1721200192.6320844,mouse,move,"(247, 628)"
1721200192.634231,mouse,move,"(246, 628)"
1721200192.636227,mouse,move,"(245, 628)"
1721200192.6382227,mouse,move,"(243, 628)"
1721200192.6402433,mouse,move,"(241, 628)"
1721200192.6422777,mouse,move,"(240, 628)"
1721200192.644715,mouse,move,"(238, 628)"
1721200192.6467085,mouse,move,"(237, 628)"
1721200192.648704,mouse,move,"(235, 628)"
1721200192.649701,mouse,move,"(234, 628)"
1721200192.6522157,mouse,move,"(232, 628)"
1721200192.6545048,mouse,move,"(231, 628)"
1721200192.6565003,mouse,move,"(229, 628)"
1721200192.6584942,mouse,move,"(228, 628)"
1721200192.6594906,mouse,move,"(226, 628)"
1721200192.6620076,mouse,move,"(225, 628)"
1721200192.6642787,mouse,move,"(223, 628)"
1721200192.666273,mouse,move,"(222, 628)"
1721200192.6682675,mouse,move,"(220, 628)"
1721200192.6702626,mouse,move,"(219, 628)"
1721200192.6723008,mouse,move,"(217, 628)"
1721200192.6851358,mouse,move,"(209, 628)"
1721200192.6871307,mouse,move,"(207, 628)"
1721200192.6881275,mouse,move,"(206, 628)"
1721200192.6901217,mouse,move,"(205, 628)"
1721200192.6924562,mouse,move,"(203, 628)"
1721200192.6947904,mouse,move,"(202, 628)"
1721200192.6967857,mouse,move,"(201, 628)"
1721200192.697782,mouse,move,"(199, 628)"
1721200192.6997774,mouse,move,"(198, 628)"
1721200192.7023194,mouse,move,"(197, 628)"
1721200192.704548,mouse,move,"(196, 628)"
